Name,Visits,Rating,state,country
Udayagiri and Khandagiri Caves,500000,4.8,Odisha,India
Simlipal National Park,450000,4.7,Odisha,India
Dhauli Hill,400000,4.6,Odisha,India
Raghurajpur Artist Village,350000,4.8,Odisha,India
Bhitarkanika National Park,300000,4.7,Odisha,India
Hirakud Dam,250000,4.8,Odisha,India
Chandipur Beach,200000,4.7,Odisha,India
Barabati Fort,150000,4.6,Odisha,India
Satkosia Tiger Reserve,100000,4.8,Odisha,India
Brahmapur,90000,4.7,Odisha,India
Khandadhar Waterfall,80000,4.8,Odisha,India
Paradip Port,70000,4.7,Odisha,India
Mukteshwar Temple,60000,4.8,Odisha,India
Chandaka Elephant Sanctuary,50000,4.6,Odisha,India
Tikarpada Wildlife Sanctuary,40000,4.7,Odisha,India
Biraja Temple,30000,4.8,Odisha,India
Gopalpur Beach,20000,4.7,Odisha,India
Maa Tarini Temple,15000,4.6,Odisha,India
Harishankar Temple,10000,4.8,Odisha,India
Lalitgiri,9000,4.7,Odisha,India
Kapilash Temple,8000,4.6,Odisha,India
Taptapani,7000,4.8,Odisha,India
Cuttack Chandi Temple,6000,4.7,Odisha,India
Daringbadi,5000,4.6,Odisha,India

Nainital,1000000,4.9,Uttarakhand,India
Mussoorie,900000,4.8,Uttarakhand,India
Haridwar,800000,4.7,Uttarakhand,India
Rishikesh,700000,4.8,Uttarakhand,India
Jim Corbett National Park,600000,4.7,Uttarakhand,India
Badrinath Temple,500000,4.9,Uttarakhand,India
Kedarnath Temple,400000,4.8,Uttarakhand,India
Valley of Flowers,300000,4.7,Uttarakhand,India
Auli,200000,4.6,Uttarakhand,India
Dehradun,150000,4.8,Uttarakhand,India
Chopta,100000,4.7,Uttarakhand,India
Almora,90000,4.8,Uttarakhand,India
Ranikhet,80000,4.7,Uttarakhand,India
Bageshwar,70000,4.6,Uttarakhand,India
Mukteshwar,60000,4.8,Uttarakhand,India
Lansdowne,50000,4.7,Uttarakhand,India
Dhanaulti,40000,4.8,Uttarakhand,India
Kausani,30000,4.7,Uttarakhand,India
Gangotri,20000,4.8,Uttarakhand,India
Yamunotri,15000,4.6,Uttarakhand,India
Pithoragarh,10000,4.7,Uttarakhand,India
Tehri Dam,9000,4.8,Uttarakhand,India
Bhimtal,8000,4.7,Uttarakhand,India
Naukuchiatal,7000,4.6,Uttarakhand,India
Jageshwar,6000,4.8,Uttarakhand,India
Binsar,5000,4.7,Uttarakhand,India
Hemkund Sahib,4000,4.6,Uttarakhand,India
Guptakashi,3000,4.8,Uttarakhand,India
Pangot,2000,4.7,Uttarakhand,India
Sattal,1000,4.6,Uttarakhand,India

Chitrakote Falls,900000,4.9,Chhattisgarh,India
Barnawapara Wildlife Sanctuary,800000,4.8,Chhattisgarh,India
Kanger Valley National Park,700000,4.7,Chhattisgarh,India
Bhoramdeo Temple,600000,4.8,Chhattisgarh,India
Rajim,500000,4.7,Chhattisgarh,India
Bastar Palace,400000,4.9,Chhattisgarh,India
Mahant Ghasidas Memorial Museum,300000,4.8,Chhattisgarh,India
Dandak Caves,200000,4.7,Chhattisgarh,India
Sirpur,150000,4.6,Chhattisgarh,India
Sitanadi Wildlife Sanctuary,100000,4.8,Chhattisgarh,India
Gadiya Mountain,90000,4.7,Chhattisgarh,India
Dongargarh,80000,4.8,Chhattisgarh,India
Raipur,70000,4.7,Chhattisgarh,India
Dhamtari,60000,4.6,Chhattisgarh,India
Bilaspur,50000,4.8,Chhattisgarh,India
Tirathgarh Falls,40000,4.7,Chhattisgarh,India
Maitri Bagh,30000,4.8,Chhattisgarh,India
Indravati National Park,20000,4.7,Chhattisgarh,India
Kailash Caves,15000,4.8,Chhattisgarh,India
Narayanpur,10000,4.6,Chhattisgarh,India
Kawardha,9000,4.7,Chhattisgarh,India
Amritdhara Waterfall,8000,4.8,Chhattisgarh,India
Ratanpur,7000,4.7,Chhattisgarh,India
Mainpat,6000,4.6,Chhattisgarh,India
Sarguja,5000,4.8,Chhattisgarh,India
Khutaghat Dam,4000,4.7,Chhattisgarh,India
Kunkuri,3000,4.6,Chhattisgarh,India
Chaiturgarh,2000,4.8,Chhattisgarh,India
Rudra Shiva Statue,1000,4.7,Chhattisgarh,India
Rajpuri Waterfall,900,4.6,Chhattisgarh,India

Mahabodhi Temple,1000000,4.9,Bihar,India
Nalanda University,900000,4.8,Bihar,India
Vikramshila Ruins,800000,4.7,Bihar,India
Bodh Gaya,700000,4.8,Bihar,India
Rajgir,600000,4.7,Bihar,India
Vaishali,500000,4.9,Bihar,India
Patna Sahib,400000,4.8,Bihar,India
Bihar Museum,300000,4.7,Bihar,India
Navlakha Palace,200000,4.6,Bihar,India
Jal Mandir,150000,4.8,Bihar,India
Sanjay Gandhi Jaivik Udyan,100000,4.7,Bihar,India
Sher Shah Suri Tomb,90000,4.8,Bihar,India
Barabar Caves,80000,4.7,Bihar,India
Kesaria Stupa,70000,4.6,Bihar,India
Kanwar Lake Bird Sanctuary,60000,4.8,Bihar,India
Patna Planetarium,50000,4.7,Bihar,India
Munger Fort,40000,4.8,Bihar,India
Takht Sri Patna Sahib,30000,4.7,Bihar,India
Maner Sharif,20000,4.8,Bihar,India
Patan Devi,15000,4.6,Bihar,India
Golghar,10000,4.7,Bihar,India
Gaya,9000,4.8,Bihar,India
Chandraprabha Wildlife Sanctuary,8000,4.7,Bihar,India
Valmiki National Park,7000,4.6,Bihar,India
Madhubani,6000,4.8,Bihar,India
Buxar Fort,5000,4.7,Bihar,India
Pawapuri,4000,4.6,Bihar,India
Bhimbandh Wildlife Sanctuary,3000,4.8,Bihar,India
Kaimur Wildlife Sanctuary,2000,4.7,Bihar,India
Darbhanga,1000,4.6,Bihar,India

Neermahal,400000,4.8,Tripura,India
Ujjayanta Palace,350000,4.7,Tripura,India
Tripura Sundari Temple,300000,4.6,Tripura,India
Sepahijala Wildlife Sanctuary,250000,4.7,Tripura,India
Jampui Hills,200000,4.8,Tripura,India
Unakoti,150000,4.7,Tripura,India
Chabimura,100000,4.6,Tripura,India
Pilak,90000,4.8,Tripura,India
Dumboor Lake,80000,4.7,Tripura,India
Kamalasagar,70000,4.6,Tripura,India
Trishna Wildlife Sanctuary,60000,4.8,Tripura,India
Bhubaneswari Temple,50000,4.7,Tripura,India
Kunjaban Palace,40000,4.6,Tripura,India
Buddha Temple,30000,4.8,Tripura,India
Boxanagar,20000,4.7,Tripura,India
Devtamura,15000,4.6,Tripura,India
Rose Valley Amusement Park,10000,4.8,Tripura,India
Heritage Park,9000,4.7,Tripura,India
Gomati Wildlife Sanctuary,8000,4.6,Tripura,India
Hatakaijao,7000,4.8,Tripura,India
Fulkumari,6000,4.7,Tripura,India
Kalapania Nature Park,5000,4.6,Tripura,India
Baramura Eco Park,4000,4.8,Tripura,India
Malancha Niwas,3000,4.7,Tripura,India
Udaipur,2000,4.6,Tripura,India
Mahamuni Pagoda,1500,4.8,Tripura,India
Sukanta Academy,1000,4.7,Tripura,India
Rasikbil,900,4.6,Tripura,India
Bhubaneshwari Temple,800,4.8,Tripura,India
Birchandra Manu,700,4.7,Tripura,India

Cherrapunji,1000000,4.9,Meghalaya,India
Nohkalikai Falls,900000,4.8,Meghalaya,India
Living Root Bridges,800000,4.7,Meghalaya,India
Mawlynnong,700000,4.8,Meghalaya,India
Umiam Lake,600000,4.7,Meghalaya,India
Shillong Peak,500000,4.9,Meghalaya,India
Elephant Falls,400000,4.8,Meghalaya,India
Dawki,300000,4.7,Meghalaya,India
Mawsmai Cave,200000,4.6,Meghalaya,India
Double Decker Living Root Bridge,150000,4.8,Meghalaya,India
Balpakram National Park,100000,4.7,Meghalaya,India
Ward's Lake,90000,4.8,Meghalaya,India
Don Bosco Museum,80000,4.7,Meghalaya,India
Mawphlang Sacred Forest,70000,4.6,Meghalaya,India
Siju Caves,60000,4.8,Meghalaya,India
Laitlum Canyons,50000,4.7,Meghalaya,India
Nartiang Monoliths,40000,4.8,Meghalaya,India
Thangkharang Park,30000,4.7,Meghalaya,India
Jakrem Hot Springs,20000,4.8,Meghalaya,India
Mawkdok Dympep Valley,15000,4.6,Meghalaya,India
Shillong Golf Course,10000,4.7,Meghalaya,India
Kyllang Rock,9000,4.8,Meghalaya,India
Spread Eagle Falls,8000,4.7,Meghalaya,India
Nongkhnum Island,7000,4.6,Meghalaya,India
Bishop Falls,6000,4.8,Meghalaya,India
Nongriat,5000,4.7,Meghalaya,India
Mawjymbuin Cave,4000,4.6,Meghalaya,India
Phan Nonglait Park,3000,4.8,Meghalaya,India
Sweet Falls,2000,4.7,Meghalaya,India
Ranikor,1000,4.6,Meghalaya,India

Loktak Lake,800000,4.9,Manipur,India
Kangla Fort,750000,4.8,Manipur,India
Keibul Lamjao National Park,700000,4.7,Manipur,India
Shirui Kashong Peak,650000,4.8,Manipur,India
Ima Keithel Women's Market,600000,4.7,Manipur,India
Shree Govindajee Temple,550000,4.9,Manipur,India
Andro,500000,4.8,Manipur,India
Khonghampat Orchidarium,450000,4.7,Manipur,India
Khongjom War Memorial,400000,4.6,Manipur,India
Zoological Garden,350000,4.8,Manipur,India
Singda Dam,300000,4.7,Manipur,India
Sanamahi Temple,250000,4.8,Manipur,India
Leimapokpam Keirungba Temple,200000,4.7,Manipur,India
Phubala,150000,4.6,Manipur,India
Sambal-Lei-Sekpil Garden,100000,4.8,Manipur,India
Tharon Cave,90000,4.7,Manipur,India
Red Hill - Lokpaching,80000,4.8,Manipur,India
Cheirao Ching,70000,4.7,Manipur,India
Loukoipat Ecological Park,60000,4.8,Manipur,India
ISKCON Temple,50000,4.6,Manipur,India
Manipur State Museum,40000,4.7,Manipur,India
Langthabal,30000,4.8,Manipur,India
Kangla Museum,20000,4.7,Manipur,India
Koubru Leikha,15000,4.6,Manipur,India
Ebudhou Thangjing Temple,10000,4.8,Manipur,India
Hijagang,9000,4.7,Manipur,India
Waithou Lake,8000,4.6,Manipur,India
Keibul Lamjao National Park,7000,4.8,Manipur,India
Moirang,6000,4.7,Manipur,India
Ukhrul,5000,4.6,Manipur,India

Kohima,900000,4.9,Nagaland,India
Dimapur,850000,4.8,Nagaland,India
Mokokchung,800000,4.7,Nagaland,India
Mon,750000,4.8,Nagaland,India
Wokha,700000,4.7,Nagaland,India
Khonoma Village,650000,4.9,Nagaland,India
Dzukou Valley,600000,4.8,Nagaland,India
Tuophema Tourist Village,550000,4.7,Nagaland,India
Japfu Peak,500000,4.6,Nagaland,India
Longleng,450000,4.8,Nagaland,India
Peren,400000,4.7,Nagaland,India
Kiphire,350000,4.8,Nagaland,India
Zunheboto,300000,4.7,Nagaland,India
Meluri,250000,4.6,Nagaland,India
Nagaland State Museum,200000,4.8,Nagaland,India
Shilloi Lake,150000,4.7,Nagaland,India
Saramati Peak,100000,4.8,Nagaland,India
Tokhu Emong,90000,4.7,Nagaland,India
Kohima War Cemetery,80000,4.8,Nagaland,India
Chumukedima,70000,4.6,Nagaland,India
Ruzaphema,60000,4.7,Nagaland,India
Benreu,50000,4.8,Nagaland,India
Pfutsero,40000,4.7,Nagaland,India
Tseminyu,30000,4.6,Nagaland,India
Intanki National Park,20000,4.8,Nagaland,India
Pulie Badze,15000,4.7,Nagaland,India
Veda Peak,10000,4.6,Nagaland,India
Langpangkong Caves,9000,4.8,Nagaland,India
Kachari Ruins,8000,4.7,Nagaland,India
Fakim Wildlife Sanctuary,7000,4.6,Nagaland,India

Tawang Monastery,800000,4.9,Arunachal Pradesh,India
Sela Pass,750000,4.8,Arunachal Pradesh,India
Ziro Valley,700000,4.7,Arunachal Pradesh,India
Namdapha National Park,650000,4.8,Arunachal Pradesh,India
Bomdila Monastery,600000,4.7,Arunachal Pradesh,India
Dirang,550000,4.9,Arunachal Pradesh,India
Itanagar,500000,4.8,Arunachal Pradesh,India
Roing,450000,4.7,Arunachal Pradesh,India
Pasighat,400000,4.6,Arunachal Pradesh,India
Along,350000,4.8,Arunachal Pradesh,India
Mechuka,300000,4.7,Arunachal Pradesh,India
Bhalukpong,250000,4.8,Arunachal Pradesh,India
Changlang,200000,4.7,Arunachal Pradesh,India
Anini,150000,4.6,Arunachal Pradesh,India
Tawang War Memorial,100000,4.8,Arunachal Pradesh,India
Gorichen Peak,90000,4.7,Arunachal Pradesh,India
Madhuri Lake,80000,4.8,Arunachal Pradesh,India
Pakhui Wildlife Sanctuary,70000,4.7,Arunachal Pradesh,India
Sangti Valley,60000,4.8,Arunachal Pradesh,India
Malinithan,50000,4.6,Arunachal Pradesh,India
Ganga Lake,40000,4.7,Arunachal Pradesh,India
Nuranang Falls,30000,4.8,Arunachal Pradesh,India
Daying Ering Wildlife Sanctuary,20000,4.7,Arunachal Pradesh,India
Jawai,15000,4.6,Arunachal Pradesh,India
Parshuram Kund,10000,4.8,Arunachal Pradesh,India
Hapoli,9000,4.7,Arunachal Pradesh,India
Talle Valley,8000,4.6,Arunachal Pradesh,India
Sessa Orchid Sanctuary,7000,4.8,Arunachal Pradesh,India
Daporijo,6000,4.7,Arunachal Pradesh,India
Hayuliang,5000,4.6,Arunachal Pradesh,India

Shimla,2000000,4.9,Himachal Pradesh,India
Manali,1800000,4.8,Himachal Pradesh,India
Dharamshala,1600000,4.7,Himachal Pradesh,India
Dalhousie,1500000,4.8,Himachal Pradesh,India
Kasauli,1400000,4.7,Himachal Pradesh,India
Spiti Valley,1300000,4.9,Himachal Pradesh,India
Kullu,1200000,4.8,Himachal Pradesh,India
McLeod Ganj,1100000,4.7,Himachal Pradesh,India
Chamba,1000000,4.6,Himachal Pradesh,India
Kufri,900000,4.8,Himachal Pradesh,India
Kasol,800000,4.7,Himachal Pradesh,India
Palampur,700000,4.8,Himachal Pradesh,India
Kinnaur,600000,4.7,Himachal Pradesh,India
Solang Valley,500000,4.6,Himachal Pradesh,India
Narkanda,400000,4.8,Himachal Pradesh,India
Mashobra,300000,4.7,Himachal Pradesh,India
Tirthan Valley,200000,4.8,Himachal Pradesh,India
Barot,150000,4.7,Himachal Pradesh,India
Jogini Waterfall,100000,4.8,Himachal Pradesh,India
Kalpa,90000,4.6,Himachal Pradesh,India
Hampta Pass,80000,4.7,Himachal Pradesh,India
Rohtang Pass,70000,4.8,Himachal Pradesh,India
Triund,60000,4.7,Himachal Pradesh,India
Chitkul,50000,4.6,Himachal Pradesh,India
Parashar Lake,40000,4.8,Himachal Pradesh,India
Bir Billing,30000,4.7,Himachal Pradesh,India
Malana,20000,4.6,Himachal Pradesh,India
Khajjiar,15000,4.8,Himachal Pradesh,India
Chandratal Lake,10000,4.7,Himachal Pradesh,India
Great Himalayan National Park,9000,4.6,Himachal Pradesh,India

India Gate,5000000,4.9,Delhi,India
Red Fort,4500000,4.8,Delhi,India
Qutub Minar,4000000,4.7,Delhi,India
Humayun's Tomb,3500000,4.8,Delhi,India
Lotus Temple,3000000,4.7,Delhi,India
Akshardham Temple,2500000,4.9,Delhi,India
Jama Masjid,2000000,4.8,Delhi,India
Rashtrapati Bhavan,1500000,4.7,Delhi,India
Chandni Chowk,1000000,4.6,Delhi,India
Lodhi Gardens,900000,4.8,Delhi,India
Jantar Mantar,800000,4.7,Delhi,India
Raj Ghat,700000,4.8,Delhi,India
Purana Qila,600000,4.7,Delhi,India
Hauz Khas Village,500000,4.6,Delhi,India
National Museum,400000,4.8,Delhi,India
Sarojini Nagar Market,300000,4.7,Delhi,India
Dilli Haat,200000,4.8,Delhi,India
Connaught Place,150000,4.7,Delhi,India
Gurudwara Bangla Sahib,100000,4.8,Delhi,India
Safdarjung Tomb,90000,4.6,Delhi,India
National Gallery of Modern Art,80000,4.7,Delhi,India
Nehru Planetarium,70000,4.8,Delhi,India
Agrasen ki Baoli,60000,4.7,Delhi,India
Khan Market,50000,4.6,Delhi,India
National Zoological Park,40000,4.8,Delhi,India
Tughlaqabad Fort,30000,4.7,Delhi,India
Mehrauli Archaeological Park,20000,4.6,Delhi,India
Garden of Five Senses,15000,4.8,Delhi,India
Teen Murti Bhavan,10000,4.7,Delhi,India
Pragati Maidan,9000,4.6,Delhi,India

Tsomgo Lake,800000,4.9,Sikkim,India
Nathula Pass,750000,4.8,Sikkim,India
Yumthang Valley,700000,4.7,Sikkim,India
Gurudongmar Lake,650000,4.8,Sikkim,India
Pelling,600000,4.7,Sikkim,India
Rumtek Monastery,550000,4.9,Sikkim,India
Lachen,500000,4.8,Sikkim,India
Ravangla,450000,4.7,Sikkim,India
Gangtok,400000,4.6,Sikkim,India
Zuluk,350000,4.8,Sikkim,India
Namchi,300000,4.7,Sikkim,India
Khangchendzonga National Park,250000,4.8,Sikkim,India
Lachung,200000,4.7,Sikkim,India
Tashi View Point,150000,4.6,Sikkim,India
Phodong Monastery,100000,4.8,Sikkim,India
Khecheopalri Lake,90000,4.7,Sikkim,India
Enchey Monastery,80000,4.8,Sikkim,India
Pemayangtse Monastery,70000,4.7,Sikkim,India
Singalila National Park,60000,4.8,Sikkim,India
Do Drul Chorten,50000,4.7,Sikkim,India
Hanuman Tok,40000,4.6,Sikkim,India
Kabi Lungchok,30000,4.8,Sikkim,India
Samdruptse Hill,20000,4.7,Sikkim,India
Siddheswar Dham,15000,4.6,Sikkim,India
Ranka Monastery,10000,4.8,Sikkim,India
Goecha La,9000,4.7,Sikkim,India
Baba Harbhajan Singh Temple,8000,4.6,Sikkim,India
Saramsa Garden,7000,4.8,Sikkim,India
Dubdi Monastery,6000,4.7,Sikkim,India
Norbugang Park,5000,4.6,Sikkim,India
